"","r1_hat","d1_hat","r2_hat","d2_hat","is_correct","error1","error2","error3"
"1",3,0,2,0,1,0.794124471892679,0.341399114578573,0.340831312604221
"2",3,0,2,0,1,0.850467152629627,0.342971904738335,0.342315919875531
"3",3,0,2,0,1,0.818096958275378,0.353447030666645,0.352821808350631
"4",3,0,2,0,1,0.825685885710639,0.367853074554322,0.367163140543382
"5",3,0,2,0,1,0.845149554643513,0.352137642685044,0.351383696063502
"6",3,0,2,0,1,0.904829776575879,0.38366838388299,0.383155570725999
"7",3,0,2,0,1,0.819694395280718,0.345548813259507,0.344861523546828
"8",3,0,2,0,1,0.735408639973032,0.313557627011703,0.31288950741306
"9",3,0,2,0,1,0.958555320786746,0.439997226122514,0.439317007658262
"10",3,0,2,0,1,0.999316647491473,0.417130378198264,0.416665023928902
"11",3,0,2,0,1,0.865665895788185,0.362319747866126,0.361629247263576
"12",3,0,2,0,1,0.780751811028318,0.327419087155926,0.326741960552752
"13",3,0,2,0,1,0.916277591368673,0.375475313362234,0.374883553220568
"14",3,0,2,0,1,0.912045390607894,0.424683778555048,0.424059501103257
"15",3,0,2,0,1,0.801608318315291,0.329211582457831,0.328646137086175
"16",3,0,2,0,1,0.878157398411296,0.338654620596055,0.338018406415091
"17",3,0,2,0,1,0.804560449271821,0.322280032789471,0.321658410593901
"18",3,0,2,0,1,0.902826095705267,0.407445776324557,0.406754224503306
"19",3,0,2,0,1,0.842236596347247,0.36257375930214,0.361881078299635
"20",3,0,2,0,1,0.845235866509502,0.369343602679735,0.368701883801379
"21",3,0,2,0,1,0.817462104017759,0.333359238344595,0.332709511455864
"22",3,0,2,0,1,0.940318175477568,0.373593571431498,0.373042152598956
"23",3,0,2,0,1,0.83418087884456,0.3725217936294,0.371779769821911
"24",3,0,2,0,1,0.845131793194009,0.347214347067102,0.346494508100574
"25",3,0,2,0,1,0.916286582016262,0.425641711057057,0.424995428186571
"26",3,0,2,0,1,0.86506185734339,0.354496682164503,0.353804964380889
"27",3,0,2,0,1,0.838197846251521,0.372690650118238,0.371971890180484
"28",3,0,2,0,1,0.837079955850537,0.362116905660678,0.361441104592712
"29",3,0,2,0,1,0.782877609917561,0.332149702531176,0.331459919191896
"30",3,0,2,0,1,0.724704724678267,0.302216465606775,0.301584781125268
"31",3,0,2,0,1,0.812938591489369,0.370682828165931,0.369979390014861
"32",3,0,2,0,1,0.825337148601929,0.357074521502027,0.356372196337872
"33",3,0,2,0,1,0.888800330096816,0.402067055231466,0.401460588461666
"34",3,0,2,0,1,0.920533757516637,0.380387701912536,0.379873742640718
"35",3,0,2,0,1,0.828012172771567,0.343019065589822,0.342290487677354
"36",3,0,2,0,1,0.836216872397281,0.350090059214407,0.349403218083904
"37",3,0,2,0,1,0.864670086283713,0.356956752968963,0.356418988139555
"38",3,0,2,0,1,0.914788813286798,0.382780334874819,0.382169877135362
"39",3,0,2,0,1,0.935247459571321,0.429635697416984,0.429040381317385
"40",3,0,2,0,1,0.839158771975935,0.343144691481189,0.342537705435754
"41",3,0,2,0,1,0.827027049243429,0.33847553824216,0.33775827794461
"42",3,0,2,0,1,0.806076897523678,0.340558782164895,0.339922525825633
"43",3,0,2,0,1,0.832529026452186,0.36613831652453,0.365431822243058
"44",3,0,2,0,1,0.712647347324429,0.332310285802423,0.331570853329833
"45",3,0,2,0,1,0.923491044375057,0.392070009705669,0.39137462397734
"46",3,0,2,0,1,0.92152014696342,0.36530560907446,0.364746739077462
"47",3,0,2,0,1,0.789528716754183,0.34121925334838,0.340541082221105
"48",3,0,2,0,1,0.890278409698982,0.382212412995874,0.381633279385941
"49",3,0,2,0,1,0.868990387999037,0.371188973661627,0.370661564992833
"50",3,0,2,0,1,0.813701937288296,0.337643521592118,0.337042750940377
"51",3,0,2,0,1,0.834349957184156,0.357631335627199,0.356924437784846
"52",3,0,2,0,1,0.887824844024629,0.389274142970668,0.388650021915238
"53",3,0,2,0,1,0.945478743316179,0.402634271052818,0.401950183749169
"54",3,0,2,0,1,0.821437332673134,0.342434557139008,0.341752209528017
"55",3,0,2,0,1,0.75913288498467,0.307042441200762,0.306423630876533
"56",3,0,2,0,1,0.892385875690916,0.408141467295342,0.407592134013191
"57",3,0,2,0,1,0.757224614305904,0.317641417284665,0.31690225768457
"58",3,0,2,0,1,0.876419006389756,0.374067896127675,0.373410466063672
"59",3,0,2,0,1,0.93210937542283,0.39472556592444,0.394063061425209
"60",3,0,2,0,1,1.05379117328272,0.446017816785567,0.445491218436718
"61",3,0,2,0,1,0.87401979331695,0.336210781667956,0.335656430608417
"62",3,0,2,0,1,0.917155603825028,0.411521070268983,0.410843416472337
"63",3,0,2,0,1,0.770062735755759,0.319191228211018,0.318498277836037
"64",3,0,2,0,1,0.803431089506604,0.343653447413921,0.342958430280457
"65",3,0,2,0,1,0.802409397782831,0.340795084485928,0.340112255521065
"66",3,0,2,0,1,0.804794235574504,0.335140957109772,0.334521885372219
"67",3,0,2,0,1,0.825513389213695,0.330543935410658,0.330016902980702
"68",3,0,2,0,1,0.735175749406545,0.333231148390279,0.332585453945273
"69",3,0,2,0,1,0.892263873405511,0.392233818934695,0.391618118632501
"70",3,0,2,0,1,0.813859094730833,0.370852203901336,0.370125009292276
"71",3,0,2,0,1,0.847383698525647,0.365977215319243,0.365365901626331
"72",3,0,2,0,1,0.890543842786649,0.380702797920646,0.380143008562639
"73",3,0,2,0,1,0.795358342421183,0.325410905068583,0.324876393741156
"74",3,0,2,0,1,0.817298540280814,0.347554839042467,0.346939067837871
"75",3,0,2,0,1,0.887510606590775,0.382145073816691,0.381515031718292
"76",3,0,2,0,1,0.896154717261674,0.362479151483687,0.361813045579969
"77",3,0,2,0,1,0.917128170884576,0.369825407770287,0.369260788169752
"78",3,0,2,0,1,0.845530444782678,0.360719705778458,0.360005131646174
"79",3,0,2,0,1,0.969120058826734,0.408649031313784,0.40819084033839
"80",3,0,2,0,1,0.90795974166121,0.395823166442711,0.395223371254874
"81",3,0,2,0,1,0.816400572098969,0.35096244407024,0.350282798072327
"82",3,0,2,0,1,0.791513064443536,0.311182356148445,0.310514749184458
"83",3,0,2,0,1,0.784378031379449,0.341260473334407,0.340539047781117
"84",3,0,2,0,1,0.977016730552745,0.428439364746922,0.427936510162445
"85",3,0,2,0,1,0.807256760187487,0.358378019679885,0.357674624033604
"86",3,0,2,0,1,0.821046563166247,0.370371385553808,0.369645761941775
"87",3,0,2,0,1,0.80059378683131,0.353832911076637,0.353103274656331
"88",3,0,2,0,1,0.851403685999241,0.352667265338829,0.351965573779346
"89",3,0,2,0,1,0.867697034768355,0.338882508995373,0.338408615277857
"90",3,0,2,0,1,0.866831635678733,0.394307467556546,0.393635340773141
"91",3,0,2,0,1,0.820512474232376,0.327414658815714,0.326687648875972
"92",3,0,2,0,1,0.868936307249509,0.38251690936165,0.38186973040778
"93",3,0,2,0,1,0.86252122701606,0.34806410455466,0.34748027299533
"94",3,0,2,0,1,0.782300405487784,0.361081231971552,0.360421342470098
"95",3,0,2,0,1,0.795972908792665,0.323834277590916,0.323129254038802
"96",3,0,2,0,1,0.806926692354281,0.346787935867036,0.346155355242378
"97",3,0,2,0,1,0.775531178276866,0.32909845748076,0.328440815335238
"98",3,0,2,0,1,0.812983039965566,0.351927284374567,0.351206480220944
"99",3,0,2,0,1,0.893580290975896,0.396949957640899,0.396232685687285
"100",3,0,2,0,1,0.767876058997608,0.314641596924656,0.313990210933626
"101",3,0,2,0,1,0.852526895069158,0.374389543881763,0.37371053703479
"102",3,0,2,0,1,0.810913933462966,0.342274139689675,0.341776666372338
"103",3,0,2,0,1,0.920579353201084,0.376898412859369,0.37624442442584
"104",3,0,2,0,1,0.868695324726888,0.384181572504581,0.383514897165678
"105",3,0,2,0,1,0.779849877152135,0.348469864981619,0.3477725464628
"106",3,0,2,0,1,0.87062473275164,0.349281508182228,0.348651840215071
"107",3,0,2,0,1,0.81718455867156,0.352647552990242,0.352106410627019
"108",3,0,2,0,1,0.88315300801951,0.358373846178498,0.357749902006372
"109",3,0,2,0,1,0.916559027032722,0.384927509085225,0.384236697198311
"110",3,0,2,0,1,0.88204930399968,0.354034626871599,0.353545165794808
"111",3,0,2,0,1,0.923010644891068,0.390874203642191,0.390348359201226
"112",3,0,2,0,1,0.913273559370328,0.390256657421513,0.38976246859501
"113",3,0,2,0,1,0.850731834561727,0.378120272170027,0.377554375799439
"114",3,0,2,0,1,0.882819196700416,0.377693712113301,0.377016524512049
"115",3,0,2,0,1,0.905156732322375,0.361386129954935,0.36075468763211
"116",3,0,2,0,1,0.852809761884741,0.393203027352456,0.392545430894433
"117",3,0,2,0,1,0.84389949534719,0.377891306338997,0.377325458705809
"118",3,0,2,0,1,0.898565484689122,0.387009270833119,0.386468060122034
"119",3,0,2,0,1,0.890418152750438,0.372054923365697,0.371532029277279
"120",3,0,2,0,1,0.873495002705546,0.355612736980852,0.354993900645731
"121",3,0,2,0,1,0.831804047782699,0.371346176552585,0.370755080432399
"122",3,0,2,0,1,0.872656019396095,0.424199465905199,0.423490489271748
"123",3,0,2,0,1,0.943417678412926,0.385297379969489,0.384794807046386
"124",3,0,2,0,1,0.755073082576443,0.335566703824071,0.334784164036073
"125",3,0,2,0,1,0.998467349618753,0.423350698685124,0.422810451846885
"126",3,0,2,0,1,0.868891192297983,0.392174905610793,0.391448983058635
"127",3,0,2,0,1,0.772397638629025,0.309147579385503,0.308536841814848
"128",3,0,2,0,1,0.758162593975437,0.332281064890574,0.331513600343486
"129",3,0,2,0,1,0.857779606599855,0.360133015587522,0.359592765685202
"130",3,0,2,0,1,0.89176333032331,0.374836449000461,0.37423001348058
"131",3,0,2,0,1,0.864311358529762,0.391891185397087,0.391284310475678
"132",3,0,2,0,1,0.85994492574722,0.353436886166064,0.352813621932773
"133",3,0,2,0,1,0.822791896802398,0.361615353670405,0.361024259877112
"134",3,0,2,0,1,0.894577935714672,0.382471745758661,0.381919739949309
"135",3,0,2,0,1,0.846775549964325,0.346178818746419,0.345583005557134
"136",3,0,2,0,1,0.810899432689644,0.349637314390191,0.349039141466739
"137",3,0,2,0,1,0.906051490956195,0.374605940443587,0.373892972126565
"138",3,0,2,0,1,0.800297678929841,0.326149918417409,0.325518083976876
"139",3,0,2,0,1,0.831756817364681,0.335607938310219,0.334917847399955
"140",3,0,2,0,1,0.836552104325094,0.357466956285849,0.356843232990684
"141",3,0,2,0,1,0.797459817085728,0.33810046242774,0.337463381838706
"142",3,0,2,0,1,0.789830229700359,0.338554126571637,0.337820542698611
"143",3,0,2,0,1,0.828682390303125,0.360397452694296,0.359805942637491
"144",3,0,2,0,1,0.701153936233484,0.300979279317552,0.300268312029224
"145",3,0,2,0,1,0.817766269188609,0.348476167600045,0.347853479936868
"146",3,0,2,0,1,0.817439794991562,0.346898425225406,0.346328961644582
"147",3,0,2,0,1,0.857351212271753,0.380932806981847,0.38021969688273
"148",3,0,2,0,1,0.923813029175583,0.427035205196956,0.426458272009732
"149",3,0,2,0,1,0.867990418088033,0.351515930417324,0.350880729344549
"150",3,0,2,0,1,0.745842042910712,0.339227394824874,0.338576986030857
"151",3,0,2,0,1,0.958854093254284,0.45311571031939,0.452493547529053
"152",3,0,2,0,1,1.00415698311709,0.458189422530946,0.457486131943294
"153",3,0,2,0,1,0.891609110670818,0.396965828303976,0.39636331312982
"154",3,0,2,0,1,0.924451289000759,0.381023675250348,0.380452201748965
"155",3,0,2,0,1,0.868764753426013,0.356654120182702,0.355941230147887
"156",3,0,2,0,1,0.803035488378368,0.364209899371819,0.363513068657501
"157",3,0,2,0,1,0.842907619091693,0.327409589834566,0.326822472656778
"158",3,0,2,0,1,0.836527066168341,0.357164520280145,0.35648386258131
"159",3,0,2,0,1,0.772218072691859,0.328181406551601,0.327498621298075
"160",3,0,2,0,1,0.916442301298332,0.36983918793333,0.369300291666678
"161",3,0,2,0,1,0.900243520377196,0.408148061161759,0.407439113656441
"162",3,0,2,0,1,0.796427046862916,0.331739596062595,0.331138226802023
"163",3,0,2,0,1,0.949688274985061,0.377358230944109,0.376866375997445
"164",3,0,2,0,1,0.914474169144744,0.380937900922921,0.38045441678936
"165",3,0,2,0,1,0.936141689276959,0.382327962607401,0.381809277458311
"166",3,0,2,0,1,0.80052488593224,0.345856793792258,0.345119068154159
"167",3,0,2,0,1,0.820291065689266,0.351357741598041,0.350737071656061
"168",3,0,2,0,1,0.870067668870534,0.364769763633988,0.364170102336574
"169",3,0,2,0,1,0.820530807026269,0.342335308359286,0.341636213651916
"170",3,0,2,0,1,0.756009410169397,0.305345410970529,0.304650829269607
"171",3,0,2,0,1,0.888239936524995,0.37823650096411,0.377707656948298
"172",3,0,2,0,1,0.852279332919352,0.350935314777963,0.350439261170908
"173",3,0,2,0,1,0.839326883619927,0.365128360205936,0.364415827854598
"174",3,0,2,0,1,0.837019808692517,0.355044359647859,0.354405423901768
