"","r1_hat","d1_hat","r2_hat","d2_hat","is_correct","error1","error2","error3"
"1",3,0,2,0,1,0.528469660504819,0.277056234638488,0.276562207866832
"2",3,0,2,0,1,0.544170745495056,0.297134618057819,0.296758160620213
"3",3,0,2,0,1,0.631727854608517,0.371534497504799,0.371115314223997
"4",3,0,2,0,1,0.529446869355365,0.31121287540587,0.310764470643047
"5",3,0,2,0,1,0.604039146501723,0.338534219947395,0.338085282251773
"6",3,0,2,0,1,0.572487950977274,0.293228709609981,0.292840347872339
"7",3,0,2,0,1,0.55931455823614,0.323351913686778,0.322919897955031
"8",3,0,2,0,1,0.56929989244318,0.302543732812447,0.301988756443476
"9",3,0,2,0,1,0.610018468479159,0.342225228398002,0.341699951407259
"10",3,0,2,0,1,0.641484521124777,0.323976419075639,0.32364566130619
"11",3,0,2,0,1,0.537405546614409,0.292578486667974,0.292151854580212
"12",3,0,2,0,1,0.477052755187519,0.25658271862644,0.256243751829831
"13",3,0,2,0,1,0.596137273418728,0.33001571167808,0.329621886310882
"14",3,0,2,0,1,0.622854822025938,0.330660038663526,0.329965533658777
"15",3,0,2,0,1,0.549099501613621,0.286259386355229,0.285925830836748
"16",3,0,2,0,1,0.51883718617514,0.278829013177934,0.278296876820515
"17",3,0,2,0,1,0.663462548527264,0.382058255638027,0.381582168356495
"18",3,0,2,0,1,0.543537080418047,0.304502668359492,0.304143653359779
"19",3,0,2,0,1,0.595343187892017,0.328354439572093,0.32793571709521
"20",3,0,2,0,1,0.558619856755941,0.305751639824085,0.30520624464973
"21",3,0,2,0,1,0.509338248040609,0.279037539705148,0.278443705391507
"22",3,0,2,0,1,0.509180526462271,0.279363800136216,0.278874368080879
"23",3,0,2,0,1,0.584725599635291,0.280367721478421,0.280072107098501
"24",3,0,2,0,1,0.568739845286032,0.305157172180788,0.304713079272137
"25",3,0,2,0,1,0.58033937745729,0.335868130983113,0.335334417364069
"26",3,0,2,0,1,0.584011906257321,0.300453917444212,0.300087003848229
"27",3,0,2,0,1,0.588768538980806,0.339882007174491,0.339250663537717
"28",3,0,2,0,1,0.596427015663918,0.325325806307833,0.325112127533752
"29",3,0,2,0,1,0.521041229200022,0.280661552917016,0.280230621091885
"30",3,0,2,0,1,0.539956723627043,0.269017951439031,0.26862833598415
"31",3,0,2,0,1,0.552753617568421,0.30387509371939,0.303508130290453
"32",3,0,2,0,1,0.537761167947342,0.290277563110731,0.289851510476842
"33",3,0,2,0,1,0.548440861260584,0.292056305388614,0.291545283951105
"34",3,0,2,0,1,0.56051815610247,0.301166989926017,0.300666929216163
"35",3,0,2,0,1,0.550096607583334,0.311001514558977,0.310420305769292
"36",3,0,2,0,1,0.545881082623176,0.294748246230131,0.294139203562788
"37",3,0,2,0,1,0.633250902390273,0.304794637851534,0.304366516175439
"38",3,0,2,0,1,0.568361158421829,0.286088242915834,0.285660062704266
"39",3,0,2,0,1,0.563305718040796,0.313745068419914,0.313416468915063
"40",3,0,2,0,1,0.550208339101516,0.285452933644447,0.285080362738073
"41",3,0,2,0,1,0.578934761596963,0.308095034733017,0.307685368056036
"42",3,0,2,0,1,0.492521363668286,0.255041709128544,0.254599868116397
"43",3,0,2,0,1,0.589815446298079,0.310300726239907,0.309801649352853
"44",3,0,2,0,1,0.606496149187692,0.321437154977677,0.321113337747169
"45",3,0,2,0,1,0.544849863886612,0.296235196808958,0.295805258617491
"46",3,0,2,0,1,0.524159047676729,0.281214350201428,0.280736545119712
"47",3,0,2,0,1,0.566861063424075,0.270443393540185,0.270140999459922
"48",3,0,2,0,1,0.585263349805874,0.299996113160769,0.299582433917302
"49",3,0,2,0,1,0.56260943824899,0.33900592199989,0.338583225534322
"50",3,0,2,0,1,0.587521680112316,0.321647917679345,0.321009623044488
"51",3,0,2,0,1,0.5482619308021,0.28095598117071,0.280638656271062
"52",3,0,2,0,1,0.554124780426061,0.298701641084784,0.298307034837665
"53",3,0,2,0,1,0.509018009686352,0.274849206471006,0.274478815376708
"54",3,0,2,0,1,0.564133997931241,0.300034079977616,0.299513682347767
"55",3,0,2,0,1,0.545833731640912,0.275326194148379,0.274871484238086
"56",3,0,2,0,1,0.515045859833912,0.281331657060235,0.280768989815331
"57",3,0,2,0,1,0.538948048724729,0.311962887755258,0.311415866058529
"58",3,0,2,0,1,0.532084768900471,0.278774612905502,0.278343707996527
"59",3,0,2,0,1,0.529196321920767,0.28489961872666,0.284431216105879
"60",3,0,2,0,1,0.522889490493047,0.287192659719809,0.286710824261159
"61",3,0,2,0,1,0.52706985851,0.25758999522467,0.257321295392824
"62",3,0,2,0,1,0.567775633859973,0.297809511670325,0.297396716223161
"63",3,0,2,0,1,0.561163477979978,0.329330143962602,0.328788617271857
"64",3,0,2,0,1,0.506780533861673,0.256337464219034,0.256044214635862
"65",3,0,2,0,1,0.505333273738743,0.257769135503406,0.257379535209659
"66",3,0,2,0,1,0.575195653702369,0.294262241433206,0.293823261079468
"67",3,0,2,0,1,0.489560325597827,0.252605442831379,0.252106646598025
"68",3,0,2,0,1,0.599846530313163,0.325019721159136,0.324566649559908
"69",3,0,2,0,1,0.550296949507497,0.316992658242365,0.316625379261945
"70",3,0,2,0,1,0.582285729737833,0.305711088077152,0.305123898106543
"71",3,0,2,0,1,0.546788313621779,0.302823559852833,0.302329509670316
"72",3,0,2,0,1,0.518651255599083,0.267612021813717,0.267103055398132
"73",3,0,2,0,1,0.609399024100668,0.330609416961309,0.330194016082206
"74",3,0,2,0,1,0.535212685381742,0.269468955100665,0.269013977577936
"75",3,0,2,0,1,0.547409507820012,0.300835346358601,0.300498163701849
"76",3,0,2,0,1,0.509319819111854,0.26023591036355,0.259714725750818
"77",3,0,2,0,1,0.682730233804064,0.346606620861914,0.346044916393386
"78",3,0,2,0,1,0.589730899931396,0.323245492210401,0.32270985566735
"79",3,0,2,0,1,0.60357499224008,0.313121740182387,0.312799623956047
"80",3,0,2,0,1,0.58433542993053,0.306439260381947,0.3061486258077
"81",3,0,2,0,1,0.560578606946622,0.281430970314796,0.281098729096857
"82",3,0,2,0,1,0.509373028275767,0.257687905094097,0.257330736725394
"83",3,0,2,0,1,0.614560474524406,0.33227664506585,0.331630860109112
"84",3,0,2,0,1,0.534116168279226,0.299078688140784,0.298527552400684
"85",3,0,2,0,1,0.520411985460852,0.279468140097419,0.278957352181069
"86",3,0,2,0,1,0.491091617032954,0.262936430892738,0.262543391794441
"87",3,0,2,0,1,0.540947178118406,0.289374192799724,0.289066210367493
"88",3,0,2,0,1,0.58065334687313,0.324451965935836,0.323949633285135
"89",3,0,2,0,1,0.585228421797323,0.319539431025867,0.31910304846532
"90",3,0,2,0,1,0.602082272962098,0.32750458296808,0.327102232213747
"91",3,0,2,0,1,0.523358015483286,0.277813030460608,0.27754982379217
"92",3,0,2,0,1,0.600243756897185,0.303561049840642,0.303016123321505
"93",3,0,2,0,1,0.556035280396839,0.319100523649514,0.318752645409568
"94",3,0,2,0,1,0.539712264432584,0.282566863774244,0.282285055354373
"95",3,0,2,0,1,0.60457107579031,0.32482634649245,0.324457969929599
"96",3,0,2,0,1,0.524177441927552,0.304678460329441,0.304215489422505
"97",3,0,2,0,1,0.561192711875985,0.306837226064427,0.306376686922089
"98",3,0,2,0,1,0.558143733201027,0.267754191167527,0.267443794061143
"99",3,0,2,0,1,0.551286794783312,0.272816586767668,0.272459550600873
"100",3,0,2,0,1,0.585728218619473,0.308936379437694,0.308435620488672
"101",3,0,2,0,1,0.533884932119007,0.318345647613265,0.317815766273579
"102",3,0,2,0,1,0.553883790425464,0.294273245900924,0.293883838808239
"103",3,0,2,0,1,0.576055831511912,0.283972913665203,0.283639466010151
"104",3,0,2,0,1,0.534748444883802,0.309250733545515,0.308792032890318
"105",3,0,2,0,1,0.531713520812145,0.292126720134644,0.291601276872863
"106",3,0,2,0,1,0.525868419933388,0.272975768589847,0.272612955683447
"107",3,0,2,0,1,0.510065079092883,0.275741070625353,0.275266462565416
"108",3,0,2,0,1,0.617563057561877,0.360187020611226,0.359750643461916
"109",3,0,2,0,1,0.506254393619839,0.282306251436143,0.281978424771586
"110",3,0,2,0,1,0.619413726331699,0.347314084562878,0.3468605995873
"111",3,0,2,0,1,0.508736088545619,0.29331579718627,0.2929124138584
"112",3,0,2,0,1,0.561713887249985,0.286919758123472,0.286517642086449
"113",3,0,2,0,1,0.561019894249454,0.289482480976161,0.289094503554188
"114",3,0,2,0,1,0.537295216820771,0.3081349297893,0.307722414666109
"115",3,0,2,0,1,0.576852826373866,0.310278590689408,0.309958017659155
"116",3,0,2,0,1,0.494347613642963,0.259892980108509,0.259446100355494
"117",3,0,2,0,1,0.556784471495267,0.299332333067566,0.298901826793505
"118",3,0,2,0,1,0.537784773559769,0.291041734850386,0.290739935591602
"119",3,0,2,0,1,0.485701347311244,0.270722488411267,0.270129595394515
"120",3,0,2,0,1,0.596240666841395,0.288494378422808,0.288093924568216
"121",3,0,2,0,1,0.600805521876315,0.347327524316149,0.346897155413633
"122",3,0,2,0,1,0.509916884689417,0.288531943950563,0.288130385397657
"123",3,0,2,0,1,0.593439851257805,0.313419340407398,0.313053073198398
"124",3,0,2,0,1,0.482762157007352,0.239554208363608,0.239082205036792
"125",3,0,2,0,1,0.589462747768447,0.305884405954612,0.305533851256703
"126",3,0,2,0,1,0.572777837989078,0.315288953457928,0.314782838194477
"127",3,0,2,0,1,0.498397250748201,0.282082622300684,0.28168244712561
"128",3,0,2,0,1,0.528586194673842,0.26710939227143,0.266767546690394
"129",3,0,2,0,1,0.543766263890829,0.281561503213004,0.281095263319188
"130",3,0,2,0,1,0.573267244128576,0.296200374264596,0.295822271413655
"131",3,0,2,0,1,0.501705974838668,0.260941200306972,0.260322749849573
"132",3,0,2,0,1,0.514047088228644,0.293863036236271,0.293360375335988
"133",3,0,2,0,1,0.513230654507127,0.293983012580139,0.293513531006432
"134",3,0,2,0,1,0.611992356270912,0.338735312637409,0.338217462086107
"135",3,0,2,0,1,0.571079422952554,0.34141014445646,0.340983896397229
"136",3,0,2,0,1,0.557017880096604,0.30809161619543,0.307590137827222
"137",3,0,2,0,1,0.560834824143618,0.309288909128995,0.308941029434427
