"","r1_hat","d1_hat","r2_hat","d2_hat","is_correct","error1","error2","error3"
"1",3,2,2,2,1,0.708986541633451,0.333584251198077,0.269781840672216
"2",3,2,2,2,1,0.660177828257506,0.347479403382555,0.284177765037345
"3",3,2,2,2,1,0.609490798675768,0.301496811673273,0.238849942076067
"4",3,2,2,2,1,0.57370485490497,0.262010773763174,0.206503021936848
"5",3,2,2,2,1,0.593049060724237,0.29818809639122,0.24622850935168
"6",3,2,2,2,1,0.550517644116875,0.227806962279357,0.178159028628333
"7",3,2,2,2,1,0.531211895535519,0.237821363498968,0.170767734232067
"8",3,2,2,2,1,0.633858627715369,0.312920591129215,0.236555252497305
"9",3,2,2,2,1,0.689977107011983,0.338568254080779,0.253399879630769
"10",3,2,2,2,1,0.591850206009626,0.31551441938322,0.246971454522906
"11",3,2,2,2,1,0.682524787187139,0.34271865789472,0.261326275118522
"12",3,2,2,2,1,0.556378017601639,0.267008826789467,0.205173035596887
"13",3,2,2,2,1,0.606661114152215,0.269821437624757,0.199654699058703
"14",3,2,2,2,1,0.632749708728825,0.332229000802222,0.255135922547294
"15",3,2,2,2,1,0.588935570737323,0.279596386363468,0.219777485981532
"16",3,2,2,2,1,0.685381178170167,0.362052470694579,0.267184911932948
"17",3,2,2,2,1,0.564712211557373,0.281200901752393,0.209233983343461
"18",3,2,2,2,1,0.53530586635979,0.266899744969623,0.168451023235392
"19",3,2,2,2,1,0.634081893764377,0.303853568938958,0.227950862464343
"20",3,2,2,2,1,0.677944280976208,0.338667299817255,0.266788134951838
"21",3,2,2,2,1,0.549246602603699,0.232657359348994,0.149238130037601
"22",3,2,2,2,1,0.593487259652377,0.288439103408576,0.18953007964088
"23",3,2,2,2,1,0.66205412007002,0.32502871366535,0.252382828110385
"24",3,2,2,2,1,0.548000959295125,0.268287570551651,0.204916510545191
"25",3,2,2,2,1,0.656692099692327,0.361679320951672,0.281644074325227
"26",3,2,2,2,1,0.620418013790097,0.333220729441532,0.2762373438792
"27",3,2,2,2,1,0.620529278720321,0.328348081211497,0.245565487503133
"28",3,2,2,2,1,0.549653867924352,0.270142890113782,0.209970287995799
"29",3,2,2,2,1,0.611078814181529,0.28156443190416,0.21966170690639
"30",3,2,2,2,1,0.610397182628527,0.256816877763577,0.165947203733857
"31",3,2,2,2,1,0.610239832140787,0.292856575670448,0.193957451760435
"32",3,2,2,2,1,0.583943367802266,0.270615511954557,0.214661343734702
"33",3,2,2,2,1,0.612862140277535,0.297637628820193,0.225211587564249
"34",3,2,2,2,1,0.583584869757635,0.281482290510492,0.201140686791165
"35",3,2,2,2,1,0.635772247094321,0.307983437197123,0.240706514285255
"36",3,2,2,2,1,0.659004972395304,0.326838283094998,0.219402228405756
"37",3,2,2,2,1,0.702391414596983,0.356651206596054,0.257494720288866
"38",3,2,2,2,1,0.566942510344518,0.286208084589346,0.212253251218333
"39",3,1,2,1,0,0.54063007931891,0.238764790533346,0.226198450363669
"40",3,2,2,2,1,0.596822789306849,0.311223372930573,0.231287329018796
"41",3,2,2,2,1,0.645221779734004,0.358207466071774,0.285092239566119
"42",3,2,2,2,1,0.554654169269429,0.259327323593609,0.176749090895144
"43",3,2,2,2,1,0.610415453829914,0.261393931358066,0.176238683511088
"44",3,2,2,2,1,0.598058381412328,0.306051454701402,0.228349742010679
"45",3,2,2,2,1,0.598900153079457,0.289523649989922,0.24135352497738
"46",3,2,2,2,1,0.611330868934188,0.321113367137172,0.208378679359505
"47",3,2,2,2,1,0.554661711545505,0.275301235245542,0.199078468721021
"48",3,2,2,2,1,0.567379240502052,0.230594484201773,0.179103558088323
"49",3,2,2,2,1,0.633569204934764,0.312988195988949,0.258005526541598
"50",3,2,2,2,1,0.609848332053458,0.318249897743021,0.242231482788418
"51",3,2,2,2,1,0.576422162976515,0.311537916888148,0.244762949556381
"52",3,2,2,2,1,0.535893266799568,0.255859491845234,0.186752902268941
"53",3,2,2,2,1,0.570000045973696,0.267938682784543,0.180344300528446
"54",3,2,2,2,1,0.576599326470197,0.280948491658738,0.209332249356104
"55",3,2,2,2,1,0.656014570224344,0.383492503144794,0.284800087701056
"56",3,2,2,2,1,0.649602356443373,0.31241316900374,0.232285982644001
"57",3,2,2,2,1,0.587522381307143,0.280803228735719,0.196687304270155
"58",3,2,2,2,1,0.614322844682127,0.281335793900576,0.216899696293423
"59",3,2,2,2,1,0.595944781946231,0.292500313922677,0.23843970463002
"60",3,2,2,2,1,0.52436388091072,0.249592762332706,0.195900713808415
"61",3,2,2,2,1,0.595709031196563,0.265424735222446,0.171120117567239
"62",3,2,2,2,1,0.651245213688445,0.309720769041882,0.2490017108465
"63",3,2,2,2,1,0.656762531822452,0.335531821945754,0.231007066775451
"64",3,2,2,2,1,0.573043348637135,0.232995454070379,0.154954909443227
"65",3,2,2,2,1,0.610480596001018,0.292516510806375,0.221791880269565
"66",3,2,2,2,1,0.564547277444067,0.242947980853283,0.170155160731694
"67",3,2,2,2,1,0.519874325572853,0.207122292642043,0.15355296934713
"68",3,2,2,2,1,0.624640329479623,0.29774011658376,0.244749719080072
