"","r1_hat","d1_hat","r2_hat","d2_hat","is_correct","error1","error2","error3"
"1",3,2,2,0,1,0.877119582001833,0.387403404267468,0.346871347195246
"2",3,2,2,0,1,0.880218416183812,0.396753879231146,0.355238223171463
"3",3,2,2,0,1,0.803810934671883,0.34644083564584,0.310499188927284
"4",3,2,2,0,1,0.84265338153981,0.342401718213916,0.305020298022573
"5",3,2,2,0,1,0.97708593653778,0.411346727773917,0.359167923733947
"6",3,2,2,0,1,0.795978595672274,0.348954567669025,0.315487957532708
"7",3,2,2,0,1,0.881928093002051,0.366275695576391,0.31545843220872
"8",3,2,2,0,1,0.928304752623491,0.41153910940874,0.368111119167904
"9",3,2,2,0,1,0.812076746779182,0.336425695473498,0.287074054986633
"10",3,2,2,0,1,0.958588291287577,0.432413863265754,0.376040466185903
"11",3,2,2,0,1,0.869640880444892,0.39318282320216,0.345422085362747
"12",3,2,2,0,1,0.794442091628788,0.355998197658336,0.310220479208424
"13",3,2,2,0,1,0.874761285647354,0.351687403590445,0.318829358468213
"14",3,2,2,0,1,0.714683464666883,0.294600861460748,0.257136210326963
"15",3,2,2,0,1,0.745859187528123,0.308123661603736,0.276481463054986
"16",3,2,2,0,1,0.815795846549247,0.344806472136629,0.296331845808945
"17",3,2,2,0,1,0.758788025693283,0.314243188376048,0.277759136282658
"18",3,2,2,0,1,0.910152375680821,0.38387361997721,0.343860515375119
"19",3,2,2,0,1,0.792017617692044,0.339631852833824,0.296583870459189
"20",3,2,2,0,1,0.797229862341418,0.334407042079811,0.289416739691729
"21",3,2,2,0,1,0.864281736506287,0.365364851005981,0.33314490830788
"22",3,2,2,0,1,0.802496774849126,0.337643839278631,0.301159986280618
"23",3,2,2,0,1,0.749248420279901,0.308198199482114,0.268597146273339
"24",3,2,2,0,1,0.831289226977193,0.360652635217664,0.322456087790717
"25",3,2,2,0,1,0.809328290070427,0.339792017909464,0.308813891075825
"26",3,2,2,0,1,0.858773785456058,0.367484011414748,0.335554165160201
"27",3,2,2,0,1,0.789946718832409,0.340450344617536,0.31136520429115
"28",3,2,2,0,1,1.0546367869421,0.423308969459573,0.370141975275314
"29",3,2,2,0,1,0.969565522805896,0.451881756804169,0.407264826685624
"30",3,2,2,0,1,0.955422870634754,0.415495103630537,0.358775779735159
"31",3,2,2,0,1,0.879663672212397,0.371985761140816,0.334558247232245
"32",3,2,2,0,1,0.818389694640181,0.335963018772383,0.286538840816304
"33",3,2,2,0,1,0.900519376795793,0.37164023655356,0.324221474440302
"34",3,2,2,0,1,0.84969786878367,0.351521598347141,0.322105009018242
"35",3,2,2,0,1,0.890430775477276,0.370493970145207,0.332770502194871
"36",3,2,2,0,1,0.892548885894606,0.389059939771156,0.335360890574372
"37",3,2,2,0,1,0.920835151712873,0.379868172126788,0.342416118240095
"38",3,2,2,0,1,0.913399340434514,0.37712304239922,0.329806717288161
"39",3,2,2,0,1,0.824696250915178,0.372195788294324,0.31247512279206
"40",3,2,2,0,1,0.852478981394669,0.371927766804726,0.324113130457135
"41",3,2,2,0,1,0.816637593771935,0.33863959893164,0.304214442327593
"42",3,2,2,0,1,0.931792215611496,0.396842317502535,0.355955761603695
"43",3,2,2,0,1,0.893283945216953,0.358327954612716,0.324556882057162
"44",3,2,2,0,1,0.836903194048027,0.339018763730691,0.304064734817759
"45",3,2,2,0,1,0.863881224091173,0.340249259457404,0.299087481064293
"46",3,2,2,0,1,0.821677784555595,0.363974266675554,0.316810433364285
"47",3,2,2,0,1,0.856729751456862,0.336666302871226,0.294241756580734
"48",3,2,2,0,1,0.839247574173482,0.367092164267186,0.334894289224187
"49",3,2,2,0,1,0.806074430487711,0.347293348479404,0.296765204856946
"50",3,2,2,0,1,0.864399147219504,0.364876483528631,0.32398701032337
"51",3,2,2,0,1,0.890518693220756,0.356377744884777,0.322012786129915
"52",3,2,2,0,1,0.934408020376074,0.404893514134619,0.332704603545476
"53",3,2,2,0,1,0.807254364197988,0.360272175415296,0.312624073093669
"54",3,2,2,0,1,0.793095072846451,0.321540223515421,0.280792344924249
