"","r1","d1","r2","d2","correct","TS_rank1","TS_rank2","L1_TStrue","L2_TStrue","L1_TSfalse","L2_TSfalse","L1_MARwCF","L2_MARwCF"
"1",2,2,3,3,1,1,1,0.505062832639196,0.277316665311547,1.61414006329258,1.44056857326612,0.120593665488502,0.19401135274289
"2",2,2,3,3,1,1,1,0.169689651035437,0.220044119880221,1.01497007507363,1.42830865051652,0.0945421847782701,0.156178734225911
"3",2,2,3,3,1,1,1,0.246446613868066,0.392754630797382,1.00879578467775,1.42730692208037,0.0724049668007896,0.145023162735008
"4",2,2,3,3,1,1,1,0.617493831657934,0.355184812266396,1.01084010676688,1.4402303601632,0.118893916965581,0.173363120760726
"5",2,2,3,3,1,1,1,0.163267744442206,0.159309593539353,1.01319277417409,1.42196679453175,0.0730923919543406,0.100359971251465
"6",2,2,3,3,1,1,1,0.295913759770285,0.181363125889714,1.00431169883495,1.41890336892839,0.0899192779330949,0.135350357859555
"7",2,2,3,3,1,1,1,0.143286947863449,0.232267753909407,1.00380949431333,1.42251246818976,0.101602819358481,0.140075273129507
"8",2,2,3,3,1,1,1,0.462283916035625,0.165549159431545,1.01654385582161,1.41642364480272,0.103260267916586,0.147457552864173
"9",2,2,3,3,1,1,1,0.528442742792286,0.297119593136003,1.49911381290759,1.47039672287118,0.11462403893842,0.211590413438502
"10",2,2,3,3,1,1,1,0.213675666213407,0.19557741544011,1.00333598121449,1.42273181408192,0.0830837653104459,0.122815058141645
"11",2,2,3,3,1,1,1,0.236252338653924,0.170803667860881,1.04259408836517,1.42216735300658,0.0742688848603614,0.146517915502835
"12",2,2,3,3,1,1,1,0.260717495985822,0.094085340929495,1.00157553697894,1.41466700824006,0.0515073454449906,0.0821315411650606
"13",2,2,3,3,1,1,1,0.440060516412426,0.155641345702497,1.00934724239066,1.41926559961825,0.100810305363408,0.132515186056512
"14",2,2,3,3,1,1,1,0.872990253868488,0.205692519896668,1.00472017979543,1.41893592033528,0.0975577557780809,0.117273897654947
