"","r1","d1","r2","d2","correct","TS_rank1","TS_rank2","L1_TStrue","L2_TStrue","L1_TSfalse","L2_TSfalse","L1_MARwCF","L2_MARwCF"
"1",4,4,3,3,1,1,1,0.836994081044928,1.68260450747126,1.73408533005463,1.41835303783403,0.114935910294235,0.0743605101604513
"2",4,4,3,3,1,1,1,0.293552043296941,0.33420070880985,1.73728611188292,1.45034193087074,0.156434639030273,0.110312714273593
"3",4,4,3,3,1,1,1,0.272139359668655,0.835139925821329,1.73569385858866,1.42109841528832,0.173190203700287,0.0842499332521038
"4",4,4,3,3,1,1,1,0.93808948511684,0.351033552322601,1.8037442568659,1.41948841438872,0.123966428545927,0.0900047328874544
"5",4,4,3,3,1,1,1,1.63073580611419,0.957162125748587,1.73537026554246,1.42172581543727,0.125091121852052,0.161436590810658
"6",4,4,3,3,1,1,1,0.64381453356352,0.547211474084474,1.90324096084703,1.42698448743337,0.110821384211319,0.0759343480342317
"7",4,4,3,3,1,1,1,0.666055914860232,0.226044008501451,1.73491111309017,1.41557931707008,0.131069627983521,0.0937784083055124
"8",4,4,3,3,1,1,1,0.535234878233785,2.03886663946335,2.10299426344739,1.98834526977631,0.133573594250869,0.121128782182923
"9",4,4,3,3,1,1,1,2.17774097555831,1.51246661018584,1.73797806750288,1.43535386175061,0.131338406692155,0.112212155133536
"10",4,4,3,3,1,1,1,0.997219073685424,1.01936497747232,1.81073008789255,1.4271790138097,0.138092182899917,0.107308827692891
"11",4,4,3,3,1,1,1,0.673680733506498,0.629204710580015,1.8305221341565,1.45230897313719,0.135573121765531,0.0938801201019496
"12",4,4,3,3,1,1,1,0.142185106512892,0.79347557576306,1.73437846614574,1.41829833801575,0.0947078896095718,0.0822866007042624
"13",4,4,3,3,1,1,1,0.23260175819918,0.584928938167011,1.74928166205697,1.52661763494788,0.153433634055267,0.103923313122129
"14",4,4,3,3,1,1,1,1.61730348323936,0.373387413179311,1.74945108016771,1.46288875428731,0.147622801736221,0.115463200224778
"15",4,4,3,3,1,1,1,0.155594240489483,0.276199706031289,1.73420844329868,1.41691629466787,0.127792679782176,0.0891851070938309
"16",4,4,3,3,1,1,1,0.404985991658945,1.32313035165421,1.74161534672151,1.4156525297672,0.113852561597411,0.078671529901216
"17",4,4,3,3,1,1,1,0.12465160539484,0.578854203672401,1.73415754878634,1.49022657310178,0.113120824708189,0.0841586355009675
"18",4,4,3,3,1,1,1,0.122589354892658,0.193251105741104,1.73450143243377,1.41884385469405,0.0888910110977051,0.0726834725389754
"19",4,4,3,3,1,1,1,0.316033531258143,0.34895609391776,1.74127609726459,1.42366693370043,0.132089489130362,0.131607457183832
"20",4,4,3,3,1,1,1,0.25459777325257,0.396784519073857,1.75384939532229,1.42280520625234,0.103580657524465,0.0998001487099767
"21",4,4,3,3,1,1,1,1.42288593358289,0.288465095174916,1.75693417846836,1.60678456399847,0.132312642940493,0.0973426749462886
"22",4,4,3,3,1,1,1,0.595823528958732,0.391187803272683,1.74842229045105,1.43744906318019,0.110072573964543,0.0987714181286307
"23",4,4,3,3,1,1,1,0.72949439527868,0.572704843160627,1.73890467556324,1.42643780585119,0.127379499986695,0.0938961338011845
"24",4,4,3,3,1,1,1,0.132558622578559,0.434016101080759,1.735152910223,1.42204760165379,0.0979518794783229,0.0724907261425252
"25",4,4,3,3,1,1,1,0.494802031981583,0.34557706252346,1.73953301099994,1.42321160479225,0.148064534594073,0.119943723410106
"26",4,4,3,3,1,1,1,0.616762360519409,0.824779412881052,1.73363799092307,1.42288262422602,0.13690371580463,0.114394919516386
"27",4,4,3,3,1,1,1,0.21758187861783,0.250617982707957,1.74504036834971,1.52097676923996,0.117714081605465,0.0903099485189347
"28",4,4,3,3,1,1,1,0.26850822619499,0.122928720552763,1.73840700501289,1.41634903992768,0.114446486565648,0.0661699815647653
"29",4,4,3,3,1,1,1,0.435745786465591,0.277978146691115,1.73572474026515,1.41783825624767,0.141989283212294,0.104387939318215
