"","r1","d1","r2","d2","correct","TS_rank1","TS_rank2","L1_TStrue","L2_TStrue","L1_TSfalse","L2_TSfalse","L1_MARwCF","L2_MARwCF"
"1",3,3,4,4,1,1,1,1.56349927122557,0.378935209068374,1.4175927330174,1.73307150962466,0.106318372401917,0.130729486313556
"2",3,3,4,4,1,1,1,0.71094291636809,0.458611073673294,1.42839767126218,1.73641774613676,0.0993219024842411,0.105674987462465
"3",3,3,4,4,1,1,1,0.264822734628867,0.178617675415739,1.41905672957531,1.73554197549878,0.119541325754337,0.122179630489087
"4",3,3,4,4,1,1,1,0.652800499210559,0.131066584151501,1.41664745052796,1.73387261336709,0.0770859954800207,0.0945906281676326
"5",3,3,4,4,1,1,1,0.890307538876618,0.170716308391829,1.41971143216856,1.7402113174029,0.0881795600589893,0.12335574098559
"6",3,3,4,4,1,1,1,0.633570548824603,0.419060930079142,1.41670183640241,1.80122485265427,0.0722099554126858,0.0953144519951858
"7",3,3,4,4,1,1,1,0.33323077414237,0.435160301152411,1.41962919260681,1.73594450754598,0.0889747772301237,0.124431957176659
"8",3,3,4,4,1,1,1,0.545048387464916,0.267924398471887,1.41637781311913,1.73719160236435,0.115363249367619,0.11767291940381
"9",3,3,4,4,1,1,1,0.684104623764127,0.342000952355093,1.42139389123436,1.73462932481104,0.0747270599385927,0.0903650168062547
"10",3,3,4,4,1,1,1,0.155182674146851,0.224441651848436,1.4179852469972,1.74158639366574,0.0915899987472235,0.128453051578279
"11",3,3,4,4,1,1,1,0.439984803343443,1.60306192024099,1.44158137333734,1.74830720313547,0.0905861081697192,0.0965562406395421
"12",3,3,4,4,1,1,1,0.206730173566894,0.477341153210075,1.42185757381856,1.73520880959138,0.112751870098881,0.10260478169237
"13",3,3,4,4,1,1,1,0.902352598263332,0.339123358001476,1.41674187457694,1.73502660675638,0.0994258771575501,0.11300104236961
"14",3,3,4,4,1,1,1,0.427062987638373,0.193013842689074,1.4577318800647,1.73400718638323,0.112183761564332,0.141448706603041
"15",3,3,4,4,1,1,1,0.185881714231241,0.343483119183348,1.41512006522163,1.73332043681369,0.0966481273438937,0.112141309171981
"16",3,3,4,4,1,1,1,0.1634696697837,0.844230025842044,1.53834295751799,1.81377160717721,0.0740744740978831,0.0996463800300041
"17",3,3,4,4,1,1,1,1.57735548598132,0.319057153621203,1.44396680008957,1.74340393945878,0.0958038915878534,0.13522503608951
"18",3,3,4,4,1,1,1,0.12622447251211,0.544663702345895,1.42069977858605,1.8853990403672,0.0800876356878886,0.104796831159864
"19",3,3,4,4,1,1,1,1.66573212330227,1.93377468207459,1.45111866525929,1.74666591880174,0.129050813538639,0.168400686409366
"20",3,3,4,4,1,1,1,0.386524230467358,0.363119608663334,1.46898229242671,1.77982650371291,0.0975130557455127,0.105808406084878
"21",3,3,4,4,1,1,1,0.754203535917944,1.60670430095642,1.70423888242178,1.74698491361531,0.113816120159954,0.145958481967428
"22",3,3,4,4,1,1,1,0.222123450161041,0.263596967343013,1.50710759821236,1.77709264959937,0.085440720987224,0.10969526667975
"23",3,3,4,4,1,1,1,0.582420590365846,0.298974058006387,1.41649599041627,1.73462284716964,0.0964579897246897,0.105244150988261
"24",3,3,4,4,1,1,1,0.193505262466418,0.184063394195692,1.41619562268008,1.73401113291826,0.114283095661936,0.127493807418486
"25",3,3,4,4,1,1,1,0.235761944920115,0.289662352639222,1.42185429483547,1.75782306432335,0.0916314397031409,0.116146681808884
"26",3,3,4,4,1,1,1,0.206060074753923,0.283887426497441,1.44843532332991,1.73465700795014,0.0910064992403544,0.109673676197262
"27",3,3,4,4,1,1,1,0.260432537315863,0.751001473075487,1.43289886033397,1.86764084600762,0.121843423736635,0.156844254767379
"28",3,3,4,4,1,1,1,0.586126952121149,1.17558444384209,1.45611998593867,1.7600300531092,0.0805724781100787,0.0990915092963086
"29",3,3,4,4,1,1,1,0.80520464110803,0.558831625106135,1.41838609367203,1.73674546522431,0.0799094099523929,0.127736858602409
"30",3,3,4,4,1,1,1,0.670730751256771,1.88476738699032,1.41777354465857,1.73571908105987,0.124202489133376,0.141041494544444
"31",3,3,4,4,1,1,1,0.128706402305582,0.1869850233148,1.41598439344751,1.73318908072848,0.0697916942172974,0.0982826166342666
"32",3,3,4,4,1,1,1,0.434853054594606,1.40424110822977,1.4267266415701,1.73846028935577,0.0733357218173054,0.136655736782028
"33",3,3,4,4,1,1,1,1.24755427360183,0.830891327889166,1.4245369747285,1.73943720403497,0.109412344710926,0.119884602394263
