"","r1","d1","r2","d2","correct","TS_rank1","TS_rank2","L1_TStrue","L2_TStrue","L1_TSfalse","L2_TSfalse","L1_MARwCF","L2_MARwCF"
"1",4,4,4,4,1,1,1,0.727488087836665,0.206087367732347,1.73417400027622,1.73487554948867,0.128421631595455,0.103796492934908
"2",4,4,4,4,1,1,1,1.47435318024865,0.6285918688545,1.73861509298309,1.73332121638633,0.136095983297327,0.111130970925917
"3",4,4,4,4,1,1,1,0.768992623388014,1.92441447274393,1.76088038318348,1.76769049103636,0.117105666960995,0.12148454296403
"4",4,4,4,4,1,1,1,0.351182764704541,0.18081987454785,1.7353699845898,1.73478878067723,0.116850778835428,0.118940354767747
"5",4,4,4,4,1,1,1,0.362894257863834,0.284947301448996,1.73652918107777,1.73418874773922,0.105385918771429,0.111430283475178
"6",4,4,4,4,1,1,1,0.967775341409274,1.17459903122324,1.73528023416983,1.73661132236743,0.102588368248361,0.119045050875805
"7",4,4,4,4,1,1,1,1.66320502442012,0.572400958486399,1.73823732911302,1.73389670427161,0.12632475576301,0.12077549951199
"8",4,4,4,4,1,1,1,1.4984871525203,0.805449581996551,1.75073065769393,1.9045479660977,0.130120930428908,0.146608924982138
"9",4,4,4,4,1,1,1,0.841201992027717,0.916826949886481,1.73466590314785,1.7339941262607,0.0897546668336409,0.0861153194540236
"10",4,4,4,4,1,1,1,1.84952845028721,0.436039166433169,1.73605003180001,1.73655999832375,0.0876304969455104,0.106066880831672
"11",4,4,4,4,1,1,1,0.315368322494063,0.175409606758493,1.7904123596413,1.74315179556266,0.108964936778942,0.106249515170284
"12",4,4,4,4,1,1,1,0.642315536563058,0.214214795302727,1.76530968407296,1.76086736028989,0.102141512647331,0.101310876834936
"13",4,4,4,4,1,1,1,0.763000384327347,1.79828911551494,1.74259850716487,1.74285896872148,0.0972087036571216,0.106123476143358
"14",4,4,4,4,1,1,1,1.23257504089039,1.97897405549306,1.74539388878533,1.74950352713523,0.154835647838572,0.145083705206116
"15",4,4,4,4,1,1,1,1.88358739640884,0.493410131818031,1.74832945655948,1.7500124930115,0.109109460166449,0.0962950810436337
"16",4,4,4,4,1,1,1,0.758642408094527,0.491612744540924,1.73378487333647,1.73318606000278,0.0876754021612078,0.0880610652760828
"17",4,4,4,4,1,1,1,0.370230427039494,0.0999702515513243,1.73396524893306,1.73387815547375,0.0815207096810094,0.0608912046883074
"18",4,4,4,4,1,1,1,0.233426500415824,1.29378667941761,1.73321958081926,1.73310885823404,0.0941648038807223,0.0947216644502694
"19",4,4,4,4,1,1,1,0.881517529977953,1.92814656288653,1.735472487401,1.73940225771361,0.105948176275934,0.131719239797514
"20",4,4,4,4,1,1,1,0.795147181589856,0.521531378826795,1.73370101654803,1.73362858620795,0.0988578434465642,0.0906363249146443
"21",4,4,4,4,1,1,1,0.243623217441793,1.37684228300041,1.73477816429848,1.73460088618314,0.109780321283171,0.102006942147445
"22",4,4,4,4,1,1,1,1.46353678454362,0.360041364842492,1.73577550232199,1.74257538079704,0.121467199392661,0.137606704779273
"23",4,4,4,4,1,1,1,0.96215823277556,2.08092865244552,1.75326647265654,1.74835505755239,0.146601228026896,0.133612453513321
"24",4,4,4,4,1,1,1,0.660965269764581,0.414163072480609,1.73450067563965,1.73371788424686,0.0997498801337165,0.0835022333782166
"25",4,4,4,4,1,1,1,0.906688584025165,1.19472656703573,1.73468897808448,1.73694128759071,0.142175825138438,0.106849228477906
"26",4,4,4,4,1,1,1,0.843203034556307,1.43392731900255,1.81970128492665,1.78280571235568,0.0908612368784956,0.135256385826748
"27",4,4,4,4,1,1,1,0.381028728650344,1.30114200842159,1.80554361061906,1.76517698081283,0.101438936750324,0.112294746312011
"28",4,4,4,4,1,1,1,0.196859375480263,1.66641372718472,1.73807097962474,1.73468483281829,0.11668886229431,0.104258930831201
"29",4,4,4,4,1,1,1,0.758778445988292,0.956128668145959,1.73332667439797,1.73410571385762,0.110290950308938,0.0878352324453702
"30",4,4,4,4,1,1,1,2.08428409127924,0.223634246708818,1.74272528313536,1.73854830940716,0.123537081827835,0.119182204684954
"31",4,4,4,4,1,1,1,1.49087463846109,0.370285747456991,1.73709672763996,1.73590364673922,0.103564624284038,0.122965509058582
"32",4,4,4,4,1,1,1,0.48141634079363,0.260184281775099,1.74958222882002,1.73390684917946,0.127156371464593,0.115055303385348
"33",4,4,4,4,1,1,1,0.3813724777969,0.4032968957636,1.74175951367018,1.80786096746788,0.0995629430945454,0.114310100106608
"34",4,4,4,4,1,1,1,0.275078174707362,1.18925034593519,1.73398657397004,1.73737035428995,0.113706505612483,0.109134172606237
"35",4,4,4,4,1,1,1,0.609765915643019,1.66573987149235,1.78210500063005,1.75343916130639,0.135561044890185,0.124735602746876
"36",4,4,4,4,1,1,1,0.844840731035322,1.5982492173401,1.75630647246015,1.73597964267216,0.0983987122707533,0.106270809269234
"37",4,4,4,4,1,1,1,1.14982654862541,0.699566259947591,1.74880183571067,1.74968572332661,0.125334061083506,0.119675806461556
"38",4,4,4,4,1,1,1,1.48014398979036,0.788962161527431,1.73668881796093,1.73994108322481,0.147507254031169,0.123465753021954
"39",4,4,4,4,1,1,1,2.16204601345737,1.82936577462633,1.74244547881104,1.75020607534076,0.125155728396763,0.139528432375024
"40",4,4,4,4,1,1,1,1.52615871327782,1.50945143203831,1.90245535800813,1.76832603537504,0.127107739055803,0.121723035969342
"41",4,4,4,4,1,1,1,2.00497592146783,0.782342811495672,1.85725294901804,1.7424327896981,0.107325425165852,0.110321436655521
"42",4,4,4,4,1,1,1,2.04553246367873,1.85267016238876,1.73569657858703,1.76627799617041,0.0905525294515389,0.107461157152276
"43",4,4,4,4,1,1,1,0.312931535190264,0.399799775021949,1.73454244745356,1.73839631276834,0.102397485338279,0.100948857573521
"44",4,4,4,4,1,1,1,1.73167519711202,0.246960630730401,1.7358931467531,1.73488132866107,0.0836222551736748,0.0922644972185969
"45",4,4,4,4,1,1,1,0.443588506743531,1.97064190123969,1.73666261704529,1.73904453919652,0.0919856472467568,0.092800700572186
"46",4,4,4,4,1,1,1,1.17987215502817,2.0160192198781,1.74408970678014,1.73880703668691,0.152135973566022,0.135436233878191
"47",4,4,4,4,1,1,1,0.98962788221157,0.465774513036592,1.73505215987317,1.74037488087793,0.0934201807180836,0.104549424172054
"48",4,4,4,4,1,1,1,1.72465443458519,0.436053637104789,1.73514228796161,1.74103982621195,0.10433835606402,0.106363958874801
"49",4,4,4,4,1,1,1,1.58140615041026,0.205431655163546,1.73364901065074,1.73544131333704,0.118181172290721,0.0974340473243214
"50",4,4,4,4,1,1,1,0.441913012551751,0.27300705056669,1.75664065537133,1.81730004007687,0.127016105644544,0.138630877701277
"51",4,4,4,4,1,1,1,1.77035586588931,1.06502260491052,1.73677416938009,1.74209952343643,0.139150565303174,0.104760306430866
"52",4,4,4,4,1,1,1,1.46387869664505,0.462009460830094,1.74139991888823,1.75905902000319,0.0847620455123167,0.105901413041425
"53",4,4,4,4,1,1,1,0.204362061388764,0.854602298134659,1.73563242146007,1.73744393631505,0.134704464855953,0.145720343920843
"54",4,4,4,4,1,1,1,0.411201942522032,1.24180905096645,1.73893052543588,1.73800274772081,0.107926271813666,0.13293045108498
"55",4,4,4,4,1,1,1,0.264123275223765,0.27948409871532,1.73721683294393,1.73966265272069,0.0990538645473288,0.111055304446827
"56",4,4,4,4,1,1,1,0.258569194829643,0.442292917382561,1.73682697689341,1.73786950554263,0.139479639985731,0.104625502563068
"57",4,4,4,4,1,1,1,0.40668822809632,1.14474254092032,1.7365363381514,1.73697151446489,0.104785662381639,0.133446765948304
"58",4,4,4,4,1,1,1,0.505958487870695,1.96379743548215,1.74066967733677,1.75478086907988,0.104321893246444,0.0960081937895945
"59",4,4,4,4,1,1,1,1.58917386641946,0.762500527952167,1.74739311751267,1.7381173675354,0.111355926102472,0.110334262667846
"60",4,4,4,4,1,1,1,0.839298061174613,2.1650824115398,1.74322860532132,1.76988322627706,0.144125829173246,0.144990297827069
"61",4,4,4,4,1,1,1,1.25632021044226,0.323641683970161,1.73634342991387,1.73277782188666,0.101763719537314,0.0929861097481933
"62",4,4,4,4,1,1,1,0.585968401156367,1.32741858924666,1.74931342489295,1.73941260070701,0.14485393729066,0.142662340597761
"63",4,4,4,4,1,1,1,0.489096815410448,0.385978307138732,1.86384855814117,1.7454716964347,0.0862792522284734,0.100172680960335
"64",4,4,4,4,1,1,1,1.51634003610298,0.305256264706591,1.73514729755732,1.7364403266733,0.120091195906607,0.132207541518893
"65",4,4,4,4,1,1,1,0.914536377649637,0.290786494451139,1.73960887038842,1.73890232938282,0.122111843140239,0.136528483704861
"66",4,4,4,4,1,1,1,1.75631949924662,0.405490413859881,1.80297403160099,1.7618659096574,0.114756919451616,0.102097082658239
"67",4,4,4,4,1,1,1,0.376540412601749,0.175947121272472,1.73366975059569,1.73404742107174,0.120497157460283,0.129885324551448
"68",4,4,4,4,1,1,1,0.603118509585692,1.32037024659958,1.81313310852454,1.7513356584154,0.10058586463793,0.118204489250665
"69",4,4,4,4,1,1,1,0.864817611441833,0.375291045234454,1.75104212899451,1.75952026918895,0.101600539418226,0.0929401464324977
"70",4,4,4,4,1,1,1,0.617360639846563,0.221310136239139,1.76967938808064,1.83824894197645,0.0905878303529664,0.0852454207062323
"71",4,4,4,4,1,1,1,0.465687861572456,0.383764591268911,1.74064582427256,1.73341875755515,0.0905719759582402,0.0953937635387235
"72",4,4,4,4,1,1,1,0.985116083015395,0.988153263428229,1.84181770875734,1.73858876299476,0.0923912329953413,0.107972488559815
"73",4,4,4,4,1,1,1,1.29535723294632,1.71143175702144,1.82882634134904,1.74886989318346,0.0942231210670875,0.0945718197358384
"74",4,4,4,4,1,1,1,2.10207904787859,0.251522619792414,1.73364091080635,1.73410158843843,0.114886492216944,0.0978961910492424
"75",4,4,4,4,1,1,1,0.826233163518366,0.290993433946622,1.74236921127963,1.74573445947819,0.129777564577163,0.113387123903445
"76",4,4,4,4,1,1,1,0.275637835190418,0.410756164150059,1.73404263862343,1.74622130313638,0.129250992954196,0.107772184566438
"77",4,4,4,4,1,1,1,0.213400260523414,0.226390275807737,1.73551896676553,1.7347879865624,0.105705407896079,0.0839006975324255
"78",4,4,4,3,0,1,1,0.176880433023725,1.51492167093825,1.73522794129931,1.73313729069885,0.0776492533060568,1.0021521063839
"79",4,4,4,4,1,1,1,0.431773368987221,0.43212146719206,1.7372625968069,1.74353085664223,0.0986935259126258,0.10081583297015
"80",4,4,4,4,1,1,1,0.656217379781151,1.20987241070556,1.73398892213455,1.73460366485832,0.0898079962026076,0.0820310487026378
"81",4,4,4,4,1,1,1,1.33091592055385,0.581516365373346,1.78811673715019,1.77557677089347,0.117331505728818,0.13315404525751
"82",4,4,4,4,1,1,1,0.400951736923323,0.755563605296475,1.73493239098752,1.74103256841536,0.127814163664036,0.100050935180077
"83",4,4,4,4,1,1,1,0.264348635301653,0.220587468777653,1.74570287477061,1.74838643264256,0.123873798204057,0.124524417895919
"84",4,4,4,4,1,1,1,1.99339744138135,2.12436980070374,1.73739867563202,1.75035884051312,0.129866799258659,0.125960820964443
"85",4,4,4,4,1,1,1,1.94490245165734,0.822226754273923,1.73425787812441,1.73418336685795,0.123136720728195,0.144914099094355
"86",4,4,4,4,1,1,1,1.14226609120715,0.487875415797906,1.7372882161604,1.73570320254901,0.0804597608560095,0.0682700891757284
"87",4,4,4,4,1,1,1,0.869822943434003,0.773241517284589,1.74930774976842,1.7372036170176,0.15017443680374,0.131438582923347
"88",4,4,4,4,1,1,1,0.277994874427052,1.6218010860904,1.73466617647941,1.73342341061314,0.0921122039206032,0.108317305728044
"89",4,4,4,4,1,1,1,0.486761728033607,1.55306640336192,1.76066364799708,1.75996409156887,0.118976152474046,0.107445272193078
"90",4,4,4,4,1,1,1,0.535200160431111,1.11474112013757,1.7600609858298,1.76512516302393,0.114010373077551,0.085610507766137
"91",4,4,4,4,1,1,1,0.843600803728061,0.110648811988994,1.73921858694887,1.7342888474285,0.105317455043981,0.0826408843291764
"92",4,4,4,4,1,1,1,0.779227951077266,0.583392809789297,1.74570938885763,1.73618565883079,0.114913181320263,0.103123988341045
"93",4,4,4,4,1,1,1,0.485501575659768,1.23595378263295,1.7692202507659,1.73978160503107,0.0995672057548849,0.0864502089642361
"94",4,4,4,4,1,1,1,0.760707077176596,1.17086170608521,1.73909686524216,1.74351867320048,0.117958682107335,0.115414488223686
"95",4,4,4,4,1,1,1,1.11734670826317,1.97757234183515,1.76339794051387,1.76528759522176,0.132115023587445,0.124256993284828
"96",4,4,4,4,1,1,1,2.1480903936253,0.511689030179589,1.77796192662217,1.73978311401514,0.10951890969053,0.0967412834209075
"97",4,4,4,4,1,1,1,1.72778343181919,1.03276767649438,1.73795583381173,1.73608832649525,0.102784138250826,0.115653761405743
"98",4,4,4,4,1,1,1,0.605465012286489,1.007561525824,1.77857925716628,1.83101156165201,0.124869460715451,0.121789731564559
"99",4,4,4,4,1,1,1,1.19079408999454,0.46883467949407,1.73617995193288,1.73676680326365,0.0978689166492469,0.0972831167845772
"100",4,4,4,4,1,1,1,0.35826581189322,0.472769800151831,1.80100077682416,1.75452044496551,0.0994363944965219,0.0985778252335794
"101",4,4,4,4,1,1,1,0.924297503682046,0.55152075267481,1.76007317363457,1.75932884320284,0.113164181370661,0.0901949686350004
"102",4,4,4,4,1,1,1,1.28301083699559,0.228806098857925,1.73620516111762,1.73530175369663,0.109065874702432,0.116968277522454
"103",4,4,4,4,1,1,1,0.404784709057997,2.26288569419967,1.74385519196979,1.74405194906831,0.0909951090234012,0.111135727148653
