"","r1","d1","r2","d2","correct","TS_rank1","TS_rank2","L1_TStrue","L2_TStrue","L1_TSfalse","L2_TSfalse","L1_MARwCF","L2_MARwCF"
"1",1,1,4,4,1,1,1,1.22040626548363,1.14088394945369,0.210733245941698,1.74448604742417,0.0660180682464838,0.30190791860074
"2",1,1,4,4,1,1,1,0.235260958109968,0.342499574577357,0.636963846386747,1.74538387494697,0.0631112557557695,0.292643005567878
"3",1,1,4,4,1,1,1,0.0982004732716033,0.271083097214112,0.155645982836699,1.74061549260034,0.0496426195440469,0.219789492081472
"4",1,1,4,4,1,1,1,0.297407373182368,0.358666323373195,0.127794353406655,1.73933695562341,0.0770742493400978,0.265003938183872
"5",1,1,4,4,1,1,1,0.0991287797528918,0.29545720607937,0.148992580012879,1.73846691741282,0.0861273683762771,0.287943787415748
"6",1,1,4,4,1,1,1,1.16867263914759,0.865873334182923,0.273361927976126,1.73917960977275,0.0646957802737471,0.237324083872263
"7",1,1,4,4,1,1,1,0.343605716154137,0.267884858877362,0.166210236308043,1.73646528429533,0.0626641975135859,0.220533959589962
"8",1,1,4,4,1,1,1,0.346949069586176,0.203972343562803,0.114387354824751,1.73474656619409,0.0462326067114678,0.183613852246907
"9",1,1,4,4,1,1,1,0.586826200053634,0.400350115972764,0.204526973750468,1.73952262887589,0.0918073135142435,0.277922223012477
"10",1,1,4,4,1,1,1,0.143360386238807,0.268220794778201,0.193090172903573,1.73807792688038,0.063154333999923,0.199959007484962
"11",1,1,4,4,1,1,1,0.107162166821425,0.275771452488388,0.569195676266042,1.73873240012136,0.070412710984724,0.228136363751941
"12",1,1,4,4,1,1,1,0.282448935800193,0.179853429706208,1.24176455463675,1.75911997668847,0.0461923573715623,0.161224358445959
"13",1,1,4,4,1,1,1,0.208270351600616,0.509476729676266,0.23247316434854,1.75332405373521,0.0773113817858749,0.389031923218066
"14",1,1,4,4,1,1,1,0.177729607015148,0.299184821010864,1.05685905204744,1.73920431194926,0.0418370721557404,0.26775712977058
"15",1,1,4,4,1,1,1,0.25488503107736,0.314480605716922,0.207238235420747,1.73479828268393,0.0763973839055947,0.244448105827518
"16",1,1,4,4,1,1,1,0.149214427417131,0.20404524948372,0.121189852323398,1.73377357679899,0.0469123851661099,0.175213416490035
